GeneID,padj_dat_ev,padj_dat_rna,padj_dat_ox,padj_dat_rna_lp,padj_dat_ox_lp,padj_dat_rna_op,padj_dat_ox_op
Phvul.003G038200.1,NA,NA,0.009649161806478,NA,NA,NA,NA
Phvul.003G041200.1,NA,NA,2.37606107948693e-33,NA,0.00571321124410519,NA,NA
Phvul.003G042800.1,NA,1.95333799807588e-11,NA,NA,NA,NA,NA
Phvul.003G044300.1,NA,NA,NA,NA,2.44811800829638e-4,NA,NA
Phvul.003G044600.1,7.1252112676756e-12,NA,NA,NA,NA,NA,NA
Phvul.003G045600.1,1.97814674607238e-10,0.00500502131439944,2.77042487630084e-17,NA,NA,NA,NA
Phvul.003G047200.2,NA,NA,NA,NA,9.97233774087336e-18,1.47458289749615e-11,NA
Phvul.003G048301.1,NA,NA,NA,NA,0.00546798818791753,NA,NA
Phvul.003G051800.1,8.86808209220941e-10,9.48555194898468e-5,NA,NA,1.24398331747876e-4,NA,6.83032679379935e-74
Phvul.003G051801.1,3.81801062094586e-9,3.61179732846289e-6,1.06436404920949e-18,NA,0.00023951004383092399,NA,5.58337751015397e-61
Phvul.003G051900.1,NA,NA,NA,NA,1.42961123884607e-5,NA,0.014478207075505
Phvul.003G052400.1,NA,NA,3.55669415877226e-60,NA,9.74687100932028e-9,NA,NA
Phvul.003G053501.1,6.013027112539e-8,NA,NA,NA,NA,NA,NA
Phvul.003G053502.1,3.15230944458176e-5,NA,NA,NA,NA,3.77116997062702e-12,NA
Phvul.003G053900.1,3.07136178729495e-12,6.52608554500142e-4,1.3312390355982e-72,NA,8.51340603643374e-30,NA,1.24254385894408e-22
Phvul.003G054200.1,NA,0.00645263488797261,NA,NA,NA,NA,NA
Phvul.003G054801.1,1.9374637460241e-7,NA,NA,NA,NA,NA,NA
Phvul.003G056000.1,NA,NA,NA,NA,9.47540102239988e-5,NA,0.00240438692909269
Phvul.003G057901.1,NA,3.70792598507471e-4,NA,NA,NA,0.00135583629716862,NA
Phvul.003G058000.1,0.00801130782447513,NA,NA,NA,0.0378592116494284,0.00189052966299916,0.0181153957055718
Phvul.003G058100.1,NA,NA,NA,NA,NA,NA,3.98450510301849e-9
Phvul.003G058700.1,NA,NA,0.0284819524412984,NA,NA,NA,NA
Phvul.003G063000.3,NA,NA,1.85036334163084e-6,NA,NA,NA,NA
Phvul.003G064100.1,1.29267904856544e-10,NA,NA,NA,NA,NA,4.02283237651518e-18
Phvul.003G064300.1,NA,NA,4.36305834467706e-33,NA,5.30986479992853e-27,NA,NA
Phvul.003G064500.1,6.47232141194981e-4,NA,5.22805855337089e-20,NA,2.58827493905734e-12,NA,NA
Phvul.003G064700.1,NA,0.0129373744830444,1.65668403946598e-11,NA,5.23790109851748e-7,NA,NA
Phvul.003G067700.1,NA,0.00711104266378259,NA,NA,1.36827418993031e-5,NA,2.04184518350251e-7
Phvul.003G067900.1,NA,NA,1.19507144096056e-61,NA,NA,NA,NA
Phvul.003G068200.1,NA,NA,5.41696616024599e-10,NA,4.47666333048039e-10,NA,NA
Phvul.003G070300.1,NA,NA,NA,NA,NA,7.73139951846776e-7,NA
Phvul.003G070700.1,NA,NA,NA,NA,1.33530681431325e-8,NA,NA
Phvul.003G070900.1,NA,0.0355857763406068,NA,NA,4.56226662262547e-9,NA,NA
Phvul.003G071600.1,NA,NA,NA,0.00771153271988341,NA,NA,NA
Phvul.003G071900.1,NA,NA,4.9414526298502e-4,NA,0.00242237483430934,NA,NA
Phvul.003G075100.1,NA,NA,2.94180948451773e-5,NA,0.00398672930762987,NA,NA
Phvul.003G075300.1,NA,NA,1.45819538713162e-22,NA,NA,NA,NA
Phvul.003G076000.1,NA,1.33350314803272e-5,2.28956935724511e-19,NA,9.15065149246582e-6,NA,NA
Phvul.003G077900.1,NA,NA,NA,0.0182027467441092,NA,NA,NA
Phvul.003G078000.2,NA,0.0475559923976369,3.95705634261147e-4,0.0239068838320685,8.67084347487104e-5,NA,NA
Phvul.003G079800.1,0.00158505969785091,0.0125170772754792,8.96681741734455e-12,NA,1.82162502659546e-4,NA,NA
Phvul.003G080700.1,0.0312121856226577,NA,NA,NA,NA,NA,0.00462889018615627
Phvul.003G081200.1,NA,NA,3.33275823091558e-8,NA,NA,NA,NA
Phvul.003G081900.1,NA,NA,6.54433284174147e-6,NA,NA,NA,NA
Phvul.003G082300.1,NA,4.10901708206536e-4,1.11567986824438e-10,NA,NA,8.56732353017368e-8,3.70469794505944e-10
Phvul.003G082500.1,0.011121190984191,1.11830381279741e-12,1.17306766527743e-5,NA,NA,NA,NA
Phvul.003G086500.1,NA,0.0180055888189504,NA,NA,1.1380356384804e-5,NA,NA
Phvul.003G086700.1,NA,NA,NA,NA,NA,0.00276395377898588,0.00954699100042208
Phvul.003G087300.1,NA,NA,5.51827127898496e-13,NA,0.00428626977448582,NA,NA
Phvul.003G088700.1,NA,NA,3.4386685837579e-4,NA,9.76498708756429e-5,NA,NA
Phvul.003G089001.1,NA,NA,NA,1.66036307614706e-7,1.21199054120568e-4,NA,NA
Phvul.003G092100.1,NA,NA,NA,NA,NA,0.0142261653716273,NA
Phvul.003G092200.1,1.74771284365578e-6,NA,NA,NA,NA,NA,NA
Phvul.003G095000.1,NA,NA,8.83396225919944e-22,NA,8.03482653954967e-9,NA,NA
Phvul.003G095700.1,NA,NA,9.08898609288668e-45,NA,NA,NA,NA
Phvul.003G097900.1,NA,NA,5.74034762477737e-8,NA,0.0364799170691658,NA,NA
Phvul.003G098400.1,NA,NA,NA,NA,7.55272785729608e-5,NA,NA
Phvul.003G098500.1,NA,NA,NA,NA,0.0100089044095766,NA,NA
Phvul.003G099100.2,NA,0.00109074557035178,NA,NA,2.1621880732184e-19,NA,NA
Phvul.003G100400.1,NA,NA,NA,NA,2.98115361007554e-4,NA,NA
Phvul.003G101100.1,NA,0.00771173513472972,NA,NA,NA,NA,NA
Phvul.003G102500.1,NA,NA,1.20510147414762e-13,NA,4.54199752884833e-4,NA,NA
Phvul.003G104600.1,0.0308931849689139,NA,NA,NA,NA,NA,NA
Phvul.003G104900.1,NA,NA,3.17220981449189e-5,NA,NA,NA,NA
Phvul.003G106700.1,NA,0.0129373744830444,NA,NA,NA,NA,NA
Phvul.003G106900.2,0.0337090323743165,NA,NA,NA,NA,NA,NA
Phvul.003G108300.1,NA,0.0242124784542037,NA,NA,NA,NA,NA
Phvul.003G109000.1,2.13137791588275e-14,0.00552427612263686,NA,NA,NA,NA,1.83076012084743e-25
Phvul.003G109100.1,NA,0.012227243576039,NA,NA,NA,NA,NA
Phvul.003G109200.1,0.0084491908954618,NA,NA,NA,NA,NA,7.70977897239819e-5
Phvul.003G109300.1,NA,NA,NA,NA,NA,NA,0.00199376884929504
Phvul.003G109301.1,0.0318252646189739,NA,NA,NA,NA,NA,0.0316214958035462
Phvul.003G109400.1,NA,NA,NA,NA,NA,NA,0.00374499024618361
Phvul.003G109401.1,NA,NA,NA,NA,NA,NA,0.00171437540128234
Phvul.003G109500.1,0.0236980581191973,0.0399315267792443,NA,NA,NA,NA,9.26476754206926e-5
Phvul.003G109600.1,NA,NA,NA,0.0306424842138741,0.0269442148900488,NA,0.0316397479204686
Phvul.003G109601.1,NA,NA,NA,NA,NA,NA,1.85108890952904e-4
Phvul.003G109603.1,0.0420887200633493,NA,NA,NA,NA,NA,9.96344153602892e-5
Phvul.003G109800.1,NA,NA,NA,NA,NA,NA,0.0379995141781519
Phvul.003G109802.1,NA,NA,NA,NA,NA,NA,5.40914991942289e-6
Phvul.003G112600.2,NA,NA,NA,NA,1.37504177851788e-6,NA,NA
Phvul.003G112700.1,NA,NA,3.9597534371059e-22,NA,NA,NA,NA
Phvul.003G112800.1,NA,0.0119551993188278,4.50786419230112e-4,NA,NA,NA,NA
Phvul.003G112900.1,NA,NA,0.00455999203791607,NA,NA,NA,NA
Phvul.003G114100.1,0.00631469632400439,NA,NA,NA,NA,0.0417108696383218,0.0019078997865855
Phvul.003G116200.1,NA,NA,1.05719843835148e-19,NA,5.06695763516776e-5,NA,NA
Phvul.003G116300.1,NA,0.00290252716873115,NA,NA,NA,NA,4.14602949787097e-13
Phvul.003G118300.1,NA,NA,3.70082029809576e-4,NA,0.0151539237622223,NA,NA
Phvul.003G118400.1,NA,0.00578739076217936,NA,NA,NA,NA,NA
Phvul.003G118600.1,NA,NA,1.2597746698096e-10,NA,NA,NA,NA
Phvul.003G118900.1,2.23163232067497e-8,1.23144419046126e-5,NA,NA,NA,NA,NA
Phvul.003G119500.1,NA,NA,6.9185025014799e-20,NA,NA,NA,NA
Phvul.003G119900.1,NA,NA,7.14155406647955e-4,NA,7.18962226140838e-5,NA,NA
Phvul.003G120700.1,NA,NA,1.33832748912215e-20,NA,2.56832397754847e-5,NA,NA
Phvul.003G120900.1,0.0136158184562318,NA,1.92153675847072e-4,NA,0.00507874791297922,NA,3.32658045224039e-4
Phvul.003G122400.1,1.03606454008538e-4,NA,0,NA,1.11434086184073e-14,NA,NA
Phvul.003G122500.1,NA,NA,0.00200063565092745,NA,0.00736824068332608,NA,NA
Phvul.003G122700.1,NA,NA,1.2132751903871e-4,NA,NA,NA,NA
Phvul.003G123400.1,NA,NA,4.82291729763784e-45,NA,NA,NA,NA
Phvul.003G123500.2,5.24175280087314e-5,0.0165621719501557,NA,NA,NA,NA,NA
Phvul.003G123566.1,NA,NA,9.77250051521745e-161,NA,9.13292742014346e-10,NA,NA
Phvul.003G123632.1,0.0123257367942969,NA,7.26827595596876e-201,NA,3.61327368528113e-5,NA,NA
Phvul.003G123900.1,6.66420468020817e-11,NA,NA,NA,NA,NA,NA
Phvul.003G124600.1,1.8561361926591e-10,NA,NA,NA,NA,0.00152398176831378,NA
Phvul.003G124700.3,NA,NA,1.67701456225586e-10,NA,NA,NA,NA
Phvul.003G125100.1,NA,NA,1.94602760826197e-12,NA,NA,NA,NA
Phvul.003G126100.1,NA,NA,NA,NA,0.0044530263274211,NA,NA
Phvul.003G128133.1,NA,NA,5.6230735135846e-6,NA,NA,NA,NA
Phvul.003G128400.1,0.00397465885871987,0.0409519640685372,NA,NA,NA,NA,NA
Phvul.003G128500.1,0.00251423315206919,0.00566453453759611,NA,NA,NA,NA,5.04173804399802e-9
Phvul.003G128800.1,NA,NA,NA,NA,NA,NA,1.18113379520703e-19
Phvul.003G129200.1,NA,NA,NA,8.98389942695517e-10,NA,NA,NA
Phvul.003G131100.2,NA,NA,NA,NA,0.0186084237404736,0.00136807722294572,NA
Phvul.003G131500.1,NA,NA,4.73498263615151e-25,NA,2.85377579623402e-17,NA,0.00914024919732118
Phvul.003G133100.1,2.94062194146748e-13,0.00491262120344035,NA,NA,NA,NA,4.12001175613246e-28
Phvul.003G135200.1,NA,NA,0.00119085307997126,NA,NA,NA,NA
Phvul.003G137600.1,2.81032352773329e-12,NA,NA,NA,NA,NA,NA
Phvul.003G138200.1,4.21098309024354e-6,NA,NA,NA,NA,NA,NA
Phvul.003G139200.1,NA,NA,3.34357623145937e-24,NA,NA,NA,NA
Phvul.003G139325.1,NA,NA,NA,NA,4.43043532592417e-7,NA,NA
Phvul.003G139400.1,NA,NA,0.00884461659185974,NA,0.0326913339158039,NA,NA
Phvul.003G140426.1,4.92635418013263e-5,NA,NA,NA,NA,6.72187751238999e-19,NA
Phvul.003G140726.1,NA,NA,9.94695524779885e-11,NA,NA,NA,NA
Phvul.003G140800.1,NA,NA,8.8239842018053e-28,NA,6.55845606324609e-22,NA,NA
Phvul.003G142300.1,NA,0.0102691730012551,NA,0.00620267680196334,1.25357940184364e-5,NA,2.89693152872185e-6
Phvul.003G143266.1,NA,3.37457397225681e-4,1.31070381151249e-16,NA,1.07395971051958e-8,NA,NA
Phvul.003G143400.2,1.62918906673135e-6,7.18275751482496e-7,9.01144690815863e-17,NA,NA,NA,NA
Phvul.003G143600.1,NA,NA,NA,NA,0.0132101787435246,NA,NA
Phvul.003G145250.1,NA,NA,NA,NA,NA,0.00189052966299916,NA
Phvul.003G146700.1,NA,4.36124910306134e-4,NA,NA,2.22823335474707e-7,NA,NA
Phvul.003G147200.1,1.34263192288652e-12,4.03981426422914e-4,NA,NA,NA,NA,3.78388968139119e-52
Phvul.003G147300.1,NA,3.76554164255061e-5,NA,NA,NA,NA,NA
Phvul.003G147600.1,NA,NA,NA,NA,NA,5.43693915298819e-6,NA
Phvul.003G147700.1,NA,NA,NA,NA,7.45684172736422e-13,NA,NA
Phvul.003G148400.1,NA,NA,2.00611840601433e-23,NA,7.50073139982522e-7,NA,NA
Phvul.003G148550.1,NA,NA,NA,NA,1.97124519519381e-14,NA,NA
Phvul.003G150400.1,NA,0.0277667821949462,NA,NA,1.61969660908842e-12,NA,3.86317450545536e-11
Phvul.003G150700.1,3.45546087973659e-4,NA,5.51827127898496e-13,NA,NA,NA,2.31312415096031e-9
Phvul.003G151500.1,NA,NA,NA,NA,0.0311863923255382,NA,NA
Phvul.003G151600.3,NA,NA,1.89977058377865e-4,NA,NA,NA,NA
Phvul.003G151700.1,3.99537084805631e-5,4.06520388443332e-13,5.24168608719507e-35,NA,3.22017225747531e-24,NA,2.26177527147101e-11
Phvul.003G152200.1,NA,NA,1.40319502035395e-14,NA,7.09014701303647e-5,NA,NA
Phvul.003G152900.1,NA,0.00914573789812892,1.43452227591972e-6,NA,NA,NA,NA
Phvul.003G153100.1,NA,NA,2.06485592195599e-4,NA,1.67457692083345e-10,NA,3.27466060731004e-9
Phvul.003G154800.1,5.63246207865366e-6,0.0116699672119701,9.55117530235956e-9,NA,0.00660993519790993,0.0341989131067582,NA
Phvul.003G157200.1,NA,NA,NA,NA,NA,NA,0.0468714283712511
Phvul.003G158300.1,1.34351976044348e-8,NA,NA,NA,NA,NA,NA
Phvul.003G158500.2,NA,2.27426823741442e-4,5.88243314233302e-4,NA,0.00259194756059068,NA,NA
Phvul.003G159400.1,NA,0.0056226119845261,NA,NA,NA,NA,3.71623047252469e-8
Phvul.003G160600.1,NA,NA,1.6783004893241e-16,NA,1.17793616128592e-6,NA,NA
Phvul.003G160900.1,NA,6.73220888133471e-6,NA,NA,NA,NA,NA
Phvul.003G161100.1,NA,NA,3.07345944338704e-29,NA,NA,NA,NA
Phvul.003G162150.1,1.24812932698172e-10,NA,NA,NA,NA,NA,NA
Phvul.003G162200.1,3.87371855775318e-7,7.69931009193195e-8,NA,NA,NA,5.67891431826579e-12,2.02145597310447e-18
Phvul.003G162800.1,NA,0.0492696106080036,NA,NA,0.00689372119321921,NA,0.0227231276443613
Phvul.003G163400.1,9.35389572051452e-9,7.07977681025281e-7,4.14719069137304e-4,NA,3.63409411307636e-4,NA,1.57660440409629e-19
Phvul.003G164900.1,7.22027015303404e-11,5.45415067376467e-33,2.83476645451932e-26,NA,NA,NA,1.69666650117978e-12
Phvul.003G165200.1,1.46900379958402e-17,NA,NA,NA,NA,NA,NA
Phvul.003G166600.1,NA,7.3852146034381e-4,7.25481684530969e-14,NA,5.13561119753732e-13,NA,2.44575494110982e-5
Phvul.003G168800.1,4.06411173544283e-6,0.01749296026368,NA,NA,NA,NA,2.01791150550022e-9
Phvul.003G169800.1,NA,NA,NA,NA,NA,NA,0.0140367957214297
Phvul.003G170000.1,NA,NA,NA,NA,NA,NA,1.74269349123563e-13
Phvul.003G171300.1,NA,0.00117006454503622,6.71185990687265e-15,NA,NA,NA,NA
Phvul.003G173100.1,4.51542989949839e-21,0.00190426810861917,NA,NA,NA,NA,8.55931917945806e-20
Phvul.003G174800.1,NA,NA,NA,NA,NA,1.18020341763727e-10,NA
Phvul.003G175100.1,NA,NA,NA,NA,1.10812020807796e-4,NA,NA
Phvul.003G175650.1,NA,NA,5.44068582328199e-13,NA,NA,NA,NA
Phvul.003G177300.1,NA,NA,3.65008747307268e-8,NA,5.96797742329731e-6,NA,NA
Phvul.003G177600.1,NA,NA,NA,NA,0.00157419975634836,NA,1.30483275347632e-5
Phvul.003G177700.1,NA,3.70792598507471e-4,NA,NA,3.13243380516169e-7,NA,8.26747894372804e-8
Phvul.003G178800.1,0.0338197114917676,0.00179000543274861,NA,NA,NA,NA,NA
Phvul.003G179700.1,NA,NA,0.00967750117850108,NA,NA,NA,NA
Phvul.003G181100.1,NA,0.0124858003938491,NA,NA,NA,NA,NA
Phvul.003G181200.1,NA,NA,NA,NA,NA,0.0185964254927024,NA
Phvul.003G182600.1,NA,NA,NA,0.0313265813935263,NA,NA,NA
Phvul.003G182700.1,NA,NA,0.0470613861833996,NA,NA,NA,2.33523035025151e-4
Phvul.003G182900.1,NA,NA,3.29855231907295e-5,NA,NA,NA,NA
Phvul.003G183000.1,NA,NA,8.40319209373752e-6,NA,0.00631287368303832,NA,NA
Phvul.003G183100.1,NA,0.00616160091424087,4.86350715761417e-10,NA,3.81511328502343e-8,NA,NA
Phvul.003G184200.1,NA,NA,NA,NA,9.27677938097068e-4,NA,NA
Phvul.003G186600.1,NA,NA,NA,NA,NA,0.00148534992688294,NA
Phvul.003G189000.1,NA,NA,4.49353531618202e-16,NA,1.51220548990725e-7,NA,NA
Phvul.003G190200.1,NA,NA,0.0457628975917992,NA,NA,NA,NA
Phvul.003G190900.1,NA,NA,NA,NA,0.0217153679049767,NA,0.0080627059789116
Phvul.003G192700.1,NA,NA,NA,NA,0.00173905847200837,NA,NA
Phvul.003G193400.1,NA,4.05471182294867e-5,NA,NA,5.81180916494203e-6,NA,1.60445253627107e-6
Phvul.003G194000.1,NA,NA,NA,NA,9.65173830859644e-11,NA,NA
Phvul.003G194600.1,NA,NA,NA,NA,NA,NA,8.60363795820695e-4
Phvul.003G196800.1,NA,NA,1.76535641227794e-16,NA,NA,NA,NA
Phvul.003G196900.1,NA,NA,1.16678520090766e-4,NA,0.00736824068332608,NA,NA
Phvul.003G197100.1,NA,NA,NA,NA,3.28902713947328e-4,NA,NA
Phvul.003G198600.1,NA,NA,NA,NA,3.5779162568719e-12,NA,NA
Phvul.003G199100.1,NA,NA,0.00337470263024947,NA,NA,NA,NA
Phvul.003G199200.1,NA,NA,1.03124728368824e-10,NA,NA,2.24184639898284e-7,NA
Phvul.003G199500.1,0.0360693995969927,NA,0.00411306055682835,NA,NA,0.005461330466455,NA
Phvul.003G200500.1,NA,NA,1.8747002004498e-35,NA,2.06985440176625e-13,NA,NA
Phvul.003G201400.2,NA,NA,5.85737855603084e-17,NA,3.68745086303614e-7,NA,NA
Phvul.003G202100.1,NA,NA,NA,NA,NA,NA,0.0065355536202995
Phvul.003G202400.1,NA,NA,NA,NA,0.0158803435600154,NA,NA
Phvul.003G203100.1,0.013267303621812,NA,NA,NA,NA,NA,NA
Phvul.003G203400.1,0.00791137363584349,NA,0.00113106482722533,0.0243968055081565,NA,NA,NA
Phvul.003G203500.1,NA,NA,4.38441660257825e-10,NA,3.95295137795834e-4,NA,NA
Phvul.003G203700.1,NA,NA,2.03584206509221e-5,NA,0.0216067749291686,NA,NA
Phvul.003G204400.1,NA,0.029312570987511,NA,NA,NA,NA,NA
Phvul.003G205100.1,NA,NA,9.11246490887458e-4,NA,NA,NA,NA
Phvul.003G205800.1,NA,NA,NA,NA,0.0242253104433473,NA,NA
Phvul.003G205900.1,9.09731008201218e-6,NA,NA,NA,NA,7.22821429494843e-7,NA
Phvul.003G206000.1,7.95590798687327e-12,7.93539353583832e-5,3.7636943907688e-4,NA,0.00570333025068027,NA,NA
Phvul.003G206400.1,NA,0.0144915337136224,NA,NA,1.25562076144439e-4,NA,NA
Phvul.003G207000.1,NA,NA,6.78491171223645e-5,NA,5.12104427499475e-5,NA,NA
Phvul.003G209101.1,NA,NA,7.10934380692231e-8,NA,NA,NA,NA
Phvul.003G210000.1,NA,NA,NA,0.00273873741132555,NA,1.21040404679403e-18,NA
Phvul.003G210600.2,1.76210031224518e-18,8.5229453273907e-5,2.05561002807651e-40,NA,NA,NA,1.54447215847582e-46
Phvul.003G212600.1,NA,5.14776482171244e-4,NA,NA,NA,NA,3.29349683570977e-13
Phvul.003G212700.1,0.00692468870105174,NA,NA,NA,NA,NA,NA
Phvul.003G212800.2,NA,NA,4.28206057576344e-12,NA,NA,4.24970278213897e-8,NA
Phvul.003G214350.1,0.0170322348982866,NA,8.93456737365973e-7,NA,NA,NA,NA
Phvul.003G214900.2,2.12435469909973e-10,7.4228561883396e-4,NA,NA,NA,NA,6.80400898040232e-38
Phvul.003G215100.2,NA,NA,NA,NA,0.00717230272164567,NA,NA
Phvul.003G217200.1,2.83162092763359e-4,0.0103484087574009,NA,NA,0.00548345830751202,NA,8.74044054407126e-27
Phvul.003G217900.1,NA,0.0240266928614201,NA,NA,5.6050035372633e-5,NA,NA
Phvul.003G218500.1,NA,5.2414187614722e-4,NA,0.0146857473753192,NA,NA,NA
Phvul.003G219000.1,0.0476466580810552,NA,0.0127005478107714,NA,0.0119826523197485,NA,0.0208125706368496
Phvul.003G219666.1,NA,NA,NA,NA,6.67052297061826e-4,NA,NA
Phvul.003G221700.2,NA,NA,5.55415890531014e-4,NA,NA,NA,NA
Phvul.003G224400.1,NA,NA,1.73885251294173e-51,NA,NA,NA,NA
Phvul.003G224550.1,0.0316965299184346,0.00552679836640198,NA,NA,NA,NA,NA
Phvul.003G224600.1,0.0235318855116036,NA,NA,NA,4.16413553412055e-7,NA,NA
Phvul.003G224800.1,0.039770764338839,2.67311260344473e-7,0.0270677934547761,NA,2.29701112491396e-33,NA,7.28690089611468e-5
Phvul.003G225700.1,0.013515148450941,NA,2.43129903401857e-6,NA,0.0102586621171121,NA,NA
Phvul.003G226200.2,NA,NA,NA,NA,6.63895885642228e-5,NA,1.1690823327801e-16
Phvul.003G226900.1,NA,0.0485417832102137,NA,NA,NA,NA,NA
Phvul.003G227300.1,NA,NA,NA,NA,2.70595808351688e-7,NA,NA
Phvul.003G227500.1,NA,NA,9.7727725646091e-5,NA,NA,NA,NA
Phvul.003G228000.1,4.81630935637449e-5,0.00248384220515291,8.33727476753567e-54,NA,3.85329373153963e-48,NA,3.51956576326127e-4
Phvul.003G228600.1,NA,NA,0.0244418419735381,NA,NA,NA,NA
Phvul.003G228800.1,NA,NA,1.66526611484769e-13,NA,NA,NA,NA
Phvul.003G229200.1,1.62143599179987e-7,NA,NA,NA,NA,NA,NA
Phvul.003G231000.1,NA,NA,9.21819775056784e-29,NA,NA,NA,NA
Phvul.003G231100.1,0.00146035969414688,NA,NA,NA,NA,NA,NA
Phvul.003G231200.1,NA,NA,2.44504394938124e-16,NA,1.60991544473818e-7,NA,NA
Phvul.003G232400.1,NA,NA,NA,NA,1.20018166111539e-5,NA,NA
Phvul.003G233200.1,NA,NA,4.10722723454305e-8,NA,1.12093412178667e-6,NA,NA
Phvul.003G233400.1,6.66786413066186e-8,0.00694376540916248,NA,NA,NA,NA,5.70420480616126e-12
Phvul.003G233700.1,NA,NA,NA,NA,1.04671802983933e-5,NA,NA
Phvul.003G234100.1,NA,NA,8.05044401026443e-4,NA,0.0263386118076061,NA,0.0282844654595166
Phvul.003G236400.1,2.21804535988619e-4,NA,NA,NA,5.80456385495918e-5,NA,NA
Phvul.003G237400.1,8.42737912956563e-9,NA,3.45578486248313e-8,NA,NA,NA,NA
Phvul.003G237500.1,NA,NA,3.98384425467931e-8,NA,0.00299709928516239,NA,NA
Phvul.003G238700.1,2.29769423288846e-9,8.93430000910001e-7,6.69422631847749e-10,NA,0.00443376032780119,NA,9.89295840368663e-11
Phvul.003G238800.1,7.30076578890055e-4,2.30478958652659e-4,2.10425623842064e-6,NA,0.00323749143599657,NA,1.18545840052195e-6
Phvul.003G239200.1,0.0143483413382817,NA,NA,NA,NA,NA,7.26617830577353e-4
Phvul.003G239400.2,NA,NA,NA,NA,NA,NA,0.00110042915316857
Phvul.003G243800.1,0.00785588917262931,NA,0.0126998765723227,NA,NA,4.94705489116622e-4,2.82608981402163e-6
Phvul.003G244000.1,NA,0.0133358169555777,NA,NA,NA,NA,NA
Phvul.003G244275.1,NA,NA,2.81379246350874e-24,NA,4.3228724400422e-7,NA,NA
Phvul.003G245101.1,NA,NA,5.66045153221463e-13,NA,NA,NA,NA
Phvul.003G245200.1,NA,0.0199345754713779,4.06823743921629e-17,NA,0.0415697253820289,NA,NA
Phvul.003G245300.1,NA,7.39750587756041e-4,4.64838412000845e-16,NA,0.00781790738954708,NA,NA
Phvul.003G247300.1,4.75178219982236e-4,0.0134011105965485,NA,NA,NA,NA,NA
Phvul.003G247400.1,5.16786223280975e-5,1.6490228973398e-5,NA,NA,NA,NA,NA
Phvul.003G247800.1,0.00660645991682029,NA,NA,NA,NA,0.0479596943024892,NA
Phvul.003G248025.1,0.00500661043805847,0.00135499148078826,NA,NA,2.86119042837776e-8,NA,5.636708750816e-17
Phvul.003G248050.1,NA,3.33253166179488e-4,NA,NA,NA,NA,NA
Phvul.003G249200.1,4.10613797027067e-6,7.75445866951506e-6,NA,NA,NA,NA,3.59546137399933e-17
Phvul.003G250100.1,NA,NA,3.1377973647472e-6,NA,1.45789348896731e-4,NA,NA
Phvul.003G250400.1,NA,NA,1.6418195523011e-9,NA,7.72067968327838e-5,NA,NA
Phvul.003G250600.1,NA,3.37336467238491e-5,0.0117068701162232,NA,NA,NA,NA
Phvul.003G251100.1,NA,NA,0.00133824743657726,NA,0.0246944408625938,NA,NA
Phvul.003G251200.1,NA,NA,2.7047179238421e-25,NA,2.07110875028789e-16,NA,NA
Phvul.003G252200.1,NA,NA,NA,NA,3.51354158366898e-4,NA,NA
Phvul.003G252500.1,3.19542951035211e-4,3.38416613202505e-6,1.69414715555722e-84,NA,2.60932161450566e-44,NA,2.07373667592695e-4
Phvul.003G253100.1,NA,0.00145684495800349,NA,NA,NA,NA,NA
Phvul.003G254000.1,NA,NA,NA,NA,2.46423237727451e-5,NA,5.65673438950205e-15
Phvul.003G257900.1,5.38853079402178e-6,0.00195259269600935,1.96247795333562e-108,NA,6.82067900277783e-20,NA,NA
Phvul.003G258900.2,NA,NA,1.60866267214629e-13,NA,NA,NA,NA
Phvul.003G260700.2,NA,9.0968107141651e-8,NA,NA,NA,NA,NA
Phvul.003G261900.1,NA,NA,NA,NA,5.07890579714089e-4,NA,NA
Phvul.003G264200.1,NA,2.31048785787932e-4,NA,NA,NA,NA,NA
Phvul.003G267100.1,NA,NA,NA,NA,0.0483133562610287,NA,NA
Phvul.003G267200.1,7.17147554401422e-7,NA,NA,NA,NA,NA,NA
Phvul.003G268200.1,0.00714424066213082,NA,2.03045822371716e-5,NA,NA,NA,NA
Phvul.003G268300.1,NA,NA,6.77568654191894e-9,NA,8.07218504212788e-4,NA,NA
Phvul.003G268600.2,NA,NA,3.1951527317756e-48,NA,0.0041398143825744,NA,NA
Phvul.003G269000.1,0.013797605974589299,NA,NA,NA,0.0489690656558319,NA,NA
Phvul.003G270800.2,0.032381968972032,NA,NA,NA,NA,NA,NA
Phvul.003G271400.1,1.78698232354111e-5,0.0133361450045526,NA,NA,NA,NA,1.53544266082196e-17
Phvul.003G274400.1,NA,NA,1.03027608911476e-5,NA,NA,NA,NA
Phvul.003G274700.1,1.42498667522222e-12,0.00914573789812892,NA,NA,NA,NA,1.16832942846376e-33
Phvul.003G275800.1,NA,NA,6.03483336431038e-6,NA,0.00454385139777073,NA,NA
Phvul.003G276200.1,9.08859389026449e-4,NA,NA,NA,8.54108747231192e-4,NA,NA
Phvul.003G276600.1,NA,NA,NA,NA,NA,NA,0.0179045216457659
Phvul.003G277200.1,NA,0.00179958003509263,1.45567963161012e-20,NA,2.63044076814704e-22,NA,1.88475898664351e-8
Phvul.003G278300.1,NA,0.00902506721641129,1.43496500244528e-26,NA,1.25193357990924e-27,NA,NA
Phvul.003G278400.1,1.80899062973038e-9,7.4462408606922e-15,NA,0.0165787592402076,NA,NA,3.86987116670632e-9
Phvul.003G278800.1,NA,NA,1.23042170253509e-4,NA,0.0169426969207932,NA,NA
