GeneID,log2FC_dat_ev,log2FC_dat_rna,log2FC_dat_ox,log2FC_dat_rna_lp,log2FC_dat_ox_lp,log2FC_dat_rna_op,log2FC_dat_ox_op
Phvul.003G080700.1,-1.34374462881,NA,NA,NA,NA,NA,-1.40148912924182
Phvul.003G081200.1,NA,NA,-3.76451984572422,NA,NA,NA,NA
Phvul.003G081900.1,NA,NA,1.67172310649626,NA,NA,NA,NA
Phvul.003G082300.1,NA,-1.15327108679427,1.05553817260933,NA,NA,1.50923936252798,-1.14743554647154
Phvul.003G082500.1,1.22171765271966,1.95940669637927,1.04476217679183,NA,NA,NA,NA
Phvul.003G086500.1,NA,-1.25165877507329,NA,NA,-1.07912117111279,NA,NA
Phvul.003G086700.1,NA,NA,NA,NA,NA,1.27178106090447,-1.51251780568555
Phvul.003G087300.1,NA,NA,-1.3931693635254,NA,-1.15746059051959,NA,NA
Phvul.003G088700.1,NA,NA,-1.10799619837917,NA,-1.29779338784491,NA,NA
Phvul.003G089001.1,NA,NA,NA,1.60328403951416,1.16868145484528,NA,NA
Phvul.003G092100.1,NA,NA,NA,NA,NA,-1.07763710113834,NA
Phvul.003G092200.1,-2.00066736123363,NA,NA,NA,NA,NA,NA
Phvul.003G095000.1,NA,NA,2.87236737789072,NA,2.11599114081252,NA,NA
Phvul.003G095700.1,NA,NA,1.55245187776455,NA,NA,NA,NA
Phvul.003G097900.1,NA,NA,-1.38632366396193,NA,-1.02533105506646,NA,NA
Phvul.003G098400.1,NA,NA,NA,NA,2.92726241955603,NA,NA
Phvul.003G098500.1,NA,NA,NA,NA,1.02409548554255,NA,NA
Phvul.003G099100.2,NA,1.3542627367889,NA,NA,1.03420376861638,NA,NA
Phvul.003G100400.1,NA,NA,NA,NA,-1.09579776743426,NA,NA
Phvul.003G101100.1,NA,1.54982144969407,NA,NA,NA,NA,NA
Phvul.003G102500.1,NA,NA,-2.1707982153378,NA,-1.80885179342785,NA,NA
Phvul.003G104600.1,-1.16442937236048,NA,NA,NA,NA,NA,NA
Phvul.003G104900.1,NA,NA,-1.25976433253097,NA,NA,NA,NA
Phvul.003G106700.1,NA,1.23180056202727,NA,NA,NA,NA,NA
Phvul.003G106900.2,-1.10272541069441,NA,NA,NA,NA,NA,NA
Phvul.003G108300.1,NA,-1.05793311052426,NA,NA,NA,NA,NA
Phvul.003G109000.1,1.52828773373304,2.03411026192293,NA,NA,NA,NA,1.67408218589858
Phvul.003G109100.1,NA,1.07284579597975,NA,NA,NA,NA,NA
Phvul.003G109200.1,1.56543319066696,NA,NA,NA,NA,NA,1.49976126503956
Phvul.003G109300.1,NA,NA,NA,NA,NA,NA,1.51862934926667
Phvul.003G109301.1,1.50602347791497,NA,NA,NA,NA,NA,1.21976385374349
Phvul.003G109400.1,NA,NA,NA,NA,NA,NA,1.5838142650392
Phvul.003G109401.1,NA,NA,NA,NA,NA,NA,1.62305101031028
Phvul.003G109500.1,1.55035590682113,1.63688573502679,NA,NA,NA,NA,1.74844921636689
Phvul.003G109600.1,NA,NA,NA,1.5460258382859,1.40763151568832,NA,1.14954194209624
Phvul.003G109601.1,NA,NA,NA,NA,NA,NA,1.34032449915751
Phvul.003G109603.1,1.37169436338311,NA,NA,NA,NA,NA,1.71045915821013
Phvul.003G109800.1,NA,NA,NA,NA,NA,NA,1.18559623373926
Phvul.003G109802.1,NA,NA,NA,NA,NA,NA,1.90734569967043
Phvul.003G112600.2,NA,NA,NA,NA,-1.33447429881345,NA,NA
Phvul.003G112700.1,NA,NA,-1.51897501946912,NA,NA,NA,NA
Phvul.003G112800.1,NA,-1.24287144379083,-2.00870831982193,NA,NA,NA,NA
Phvul.003G112900.1,NA,NA,-1.17334310432432,NA,NA,NA,NA
Phvul.003G114100.1,-1.3810877539284,NA,NA,NA,NA,-1.17532859040324,-1.17225907676295
Phvul.003G116200.1,NA,NA,1.35727825697053,NA,1.17540264902653,NA,NA
Phvul.003G116300.1,NA,1.26332372413019,NA,NA,NA,NA,1.08999315490242
Phvul.003G118300.1,NA,NA,-1.29348711994745,NA,-1.55677330598172,NA,NA
Phvul.003G118400.1,NA,1.02432173789384,NA,NA,NA,NA,NA
Phvul.003G118600.1,NA,NA,-1.02869112682423,NA,NA,NA,NA
Phvul.003G118900.1,1.15967921809089,1.02725992016418,NA,NA,NA,NA,NA
Phvul.003G119500.1,NA,NA,-1.04238110058051,NA,NA,NA,NA
Phvul.003G119900.1,NA,NA,1.37813958592357,NA,2.12109752366659,NA,NA
Phvul.003G120700.1,NA,NA,-1.17117222360397,NA,-1.20082261887445,NA,NA
Phvul.003G120900.1,-1.03549227529361,NA,-1.63705257674506,NA,-1.65702828616567,NA,-1.0488690519126
Phvul.003G122400.1,1.36278998873999,NA,3.24511701985977,NA,2.31266132769647,NA,NA
Phvul.003G122500.1,NA,NA,-1.44851957073297,NA,-1.82151959111895,NA,NA
Phvul.003G122700.1,NA,NA,-1.97132932694619,NA,NA,NA,NA
Phvul.003G123400.1,NA,NA,1.1195281003017,NA,NA,NA,NA
Phvul.003G123500.2,1.01650681789745,1.04048896469988,NA,NA,NA,NA,NA
Phvul.003G123566.1,NA,NA,1.99146499294562,NA,1.58606779667693,NA,NA
Phvul.003G123632.1,1.09919669964561,NA,2.15414335049441,NA,1.4319354617367,NA,NA
Phvul.003G123900.1,1.24422134834039,NA,NA,NA,NA,NA,NA
Phvul.003G124600.1,1.33150279783008,NA,NA,NA,NA,1.01695540205467,NA
Phvul.003G124700.3,NA,NA,-1.15906287892735,NA,NA,NA,NA
Phvul.003G125100.1,NA,NA,1.04603624822197,NA,NA,NA,NA
Phvul.003G126100.1,NA,NA,NA,NA,1.35404958220534,NA,NA
Phvul.003G128133.1,NA,NA,-1.47014922088299,NA,NA,NA,NA
Phvul.003G128400.1,1.84600782447376,1.51231526026977,NA,NA,NA,NA,NA
Phvul.003G128500.1,1.00138390720808,1.41972577149162,NA,NA,NA,NA,1.29371184859696
Phvul.003G128800.1,NA,NA,NA,NA,NA,NA,1.00599503851068
Phvul.003G129200.1,NA,NA,NA,-1.05856959856816,NA,NA,NA
Phvul.003G131100.2,NA,NA,NA,NA,-1.4486374542764,1.31149274983514,NA
Phvul.003G131500.1,NA,NA,1.08516276961988,NA,1.25908619965551,NA,1.08230418021552
Phvul.003G133100.1,1.31348639686711,1.11559001871826,NA,NA,NA,NA,1.23999363151532
Phvul.003G135200.1,NA,NA,-1.11502551608623,NA,NA,NA,NA
Phvul.003G137600.1,1.12553062257835,NA,NA,NA,NA,NA,NA
Phvul.003G138200.1,1.19777193529188,NA,NA,NA,NA,NA,NA
Phvul.003G139200.1,NA,NA,1.13473825276566,NA,NA,NA,NA
Phvul.003G139325.1,NA,NA,NA,NA,-1.01813986287306,NA,NA
Phvul.003G139400.1,NA,NA,-1.23413781232928,NA,-1.41159603794343,NA,NA
Phvul.003G140426.1,1.26361458189411,NA,NA,NA,NA,1.33706862508254,NA
Phvul.003G140726.1,NA,NA,-1.04666747114552,NA,NA,NA,NA
Phvul.003G140800.1,NA,NA,3.11576846650338,NA,3.16099888999671,NA,NA
Phvul.003G142300.1,NA,1.73239665607492,NA,1.65249733096817,1.54002864262374,NA,1.60070325244838
Phvul.003G143266.1,NA,2.05136369071205,1.60636858401315,NA,1.58092941092376,NA,NA
Phvul.003G143400.2,-1.35321827114254,-1.40807056244873,-1.00171335939784,NA,NA,NA,NA
Phvul.003G143600.1,NA,NA,NA,NA,-1.13408040148764,NA,NA
Phvul.003G145250.1,NA,NA,NA,NA,NA,1.64072249343325,NA
Phvul.003G146700.1,NA,1.62329473329526,NA,NA,1.29566444595522,NA,NA
Phvul.003G147200.1,1.46284123051065,2.16556608004834,NA,NA,NA,NA,1.70873622041815
Phvul.003G147300.1,NA,1.79663826176545,NA,NA,NA,NA,NA
Phvul.003G147600.1,NA,NA,NA,NA,NA,-1.00131536968152,NA
Phvul.003G147700.1,NA,NA,NA,NA,1.19807094109459,NA,NA
Phvul.003G148400.1,NA,NA,-1.36720267958207,NA,-1.24055608320984,NA,NA
Phvul.003G148550.1,NA,NA,NA,NA,-1.18006436066721,NA,NA
Phvul.003G150400.1,NA,1.27127145682479,NA,NA,1.0064726781623,NA,1.15323859371042
Phvul.003G150700.1,1.06204757588523,NA,-1.14496550201371,NA,NA,NA,1.27720185819449
Phvul.003G151500.1,NA,NA,NA,NA,-1.4231959774508,NA,NA
Phvul.003G151600.3,NA,NA,-2.1577905670651,NA,NA,NA,NA
Phvul.003G151700.1,1.49457650339047,3.17805864396334,1.22100868950546,NA,1.50921198284818,NA,1.79697089482736
Phvul.003G152200.1,NA,NA,-2.27042373325682,NA,-2.21360135435309,NA,NA
Phvul.003G152900.1,NA,-1.08652229525718,-1.23003312581635,NA,NA,NA,NA
Phvul.003G153100.1,NA,NA,-1.04559757474558,NA,-1.73630383244019,NA,-1.35431507874404
Phvul.003G154800.1,2.03953609992272,3.2147665553513,2.27550575123916,NA,1.19377213481087,-2.52468455107263,NA
Phvul.003G157200.1,NA,NA,NA,NA,NA,NA,-1.08535721690214
Phvul.003G158300.1,1.32699278619324,NA,NA,NA,NA,NA,NA
Phvul.003G158500.2,NA,-1.26265219665885,-1.54570864437538,NA,-1.58566577231718,NA,NA
Phvul.003G159400.1,NA,-1.08781597660674,NA,NA,NA,NA,-1.13050388400485
Phvul.003G160600.1,NA,NA,1.07227150053978,NA,1.05889914818254,NA,NA
Phvul.003G160900.1,NA,1.0003539923840301,NA,NA,NA,NA,NA
Phvul.003G161100.1,NA,NA,1.21268356557199,NA,NA,NA,NA
Phvul.003G162150.1,1.13968281325374,NA,NA,NA,NA,NA,NA
Phvul.003G162200.1,1.51398365899092,1.19747762011905,NA,NA,NA,1.19655929946813,1.36303516524037
Phvul.003G162800.1,NA,-1.29327387478272,NA,NA,-1.63026080985393,NA,-1.10655288220166
Phvul.003G163400.1,2.03988155572763,2.15542162051825,1.32842657156186,NA,1.33351045287533,NA,2.06234907634176
Phvul.003G164900.1,2.54057954916851,2.5114183634493,1.50518188506424,NA,NA,NA,1.2536894554342
Phvul.003G165200.1,1.44522251932117,NA,NA,NA,NA,NA,NA
Phvul.003G166600.1,NA,2.28736000491491,1.02231005780277,NA,1.57035230398926,NA,1.22021825265808
Phvul.003G168800.1,1.09555316847719,1.2769300625995,NA,NA,NA,NA,1.11175152623343
Phvul.003G169800.1,NA,NA,NA,NA,NA,NA,-1.38001192257006
Phvul.003G170000.1,NA,NA,NA,NA,NA,NA,-1.00065514331605
Phvul.003G171300.1,NA,2.14532806165842,1.29871600314883,NA,NA,NA,NA
Phvul.003G173100.1,1.42839779043142,1.12441519244241,NA,NA,NA,NA,1.07647012915839
Phvul.003G174800.1,NA,NA,NA,NA,NA,-1.04876692834241,NA
Phvul.003G175100.1,NA,NA,NA,NA,-1.29417391647583,NA,NA
Phvul.003G175650.1,NA,NA,1.10141862596994,NA,NA,NA,NA
Phvul.003G177300.1,NA,NA,-1.6177837333626,NA,-2.0806169522786,NA,NA
Phvul.003G177600.1,NA,NA,NA,NA,1.30719248043764,NA,1.01722332602513
Phvul.003G177700.1,NA,2.18115192796866,NA,NA,1.07978238100684,NA,1.32313950233086
Phvul.003G178800.1,-1.10989308026823,-1.55116757569733,NA,NA,NA,NA,NA
Phvul.003G179700.1,NA,NA,1.43624870309643,NA,NA,NA,NA
Phvul.003G181100.1,NA,-1.7956075661432,NA,NA,NA,NA,NA
Phvul.003G181200.1,NA,NA,NA,NA,NA,1.18627104533965,NA
Phvul.003G182600.1,NA,NA,NA,-1.07357962300621,NA,NA,NA
Phvul.003G182700.1,NA,NA,-4.84191861376688,NA,NA,NA,1.42435951545671
Phvul.003G182900.1,NA,NA,-1.05199321735936,NA,NA,NA,NA
Phvul.003G183000.1,NA,NA,4.77333863746104,NA,2.05839409873971,NA,NA
Phvul.003G183100.1,NA,-1.10188801323044,-1.44802211989303,NA,-1.53624138691587,NA,NA
Phvul.003G184200.1,NA,NA,NA,NA,-1.38409279453159,NA,NA
Phvul.003G186600.1,NA,NA,NA,NA,NA,-1.10687113194061,NA
Phvul.003G189000.1,NA,NA,1.6001647502416,NA,1.37484334838532,NA,NA
Phvul.003G190200.1,NA,NA,-1.0108641226215,NA,NA,NA,NA
Phvul.003G190900.1,NA,NA,NA,NA,1.11581267848396,NA,1.27712138175003
Phvul.003G192700.1,NA,NA,NA,NA,-1.31395077461498,NA,NA
Phvul.003G193400.1,NA,3.98731459321251,NA,NA,1.75428897833335,NA,3.14745805058193
Phvul.003G194000.1,NA,NA,NA,NA,1.26550718280699,NA,NA
Phvul.003G194600.1,NA,NA,NA,NA,NA,NA,-1.15122663289931
Phvul.003G196800.1,NA,NA,1.0255784607286,NA,NA,NA,NA
Phvul.003G196900.1,NA,NA,-1.28949057002304,NA,-1.66696461411148,NA,NA
Phvul.003G197100.1,NA,NA,NA,NA,1.13852400036693,NA,NA
Phvul.003G198600.1,NA,NA,NA,NA,-1.19741809254157,NA,NA
Phvul.003G199100.1,NA,NA,-1.04882317314391,NA,NA,NA,NA
Phvul.003G199200.1,NA,NA,-1.45070565814284,NA,NA,-1.06582656081861,NA
Phvul.003G199500.1,-1.15632430943219,NA,-1.36867691114495,NA,NA,-1.20059587021524,NA
Phvul.003G200500.1,NA,NA,1.14584082853404,NA,1.12552706466398,NA,NA
Phvul.003G201400.2,NA,NA,1.44856440202752,NA,1.14607884643815,NA,NA
Phvul.003G202100.1,NA,NA,NA,NA,NA,NA,-1.65091435854395
Phvul.003G202400.1,NA,NA,NA,NA,-1.27240851894231,NA,NA
Phvul.003G203100.1,-1.02659013752843,NA,NA,NA,NA,NA,NA
Phvul.003G203400.1,1.2843485832429,NA,1.43500184962631,-1.29463010684398,NA,NA,NA
Phvul.003G203500.1,NA,NA,-1.29945980051816,NA,-1.0744175261058,NA,NA
Phvul.003G203700.1,NA,NA,1.14628621546491,NA,1.17055187441382,NA,NA
Phvul.003G204400.1,NA,1.51920606537572,NA,NA,NA,NA,NA
Phvul.003G205100.1,NA,NA,-1.80316171116292,NA,NA,NA,NA
Phvul.003G205800.1,NA,NA,NA,NA,-1.46346970931424,NA,NA
Phvul.003G205900.1,-1.12774750939318,NA,NA,NA,NA,-1.09502492521753,NA
Phvul.003G206000.1,-1.42826494989355,-1.09903476162652,-1.51176584433562,NA,-1.0745604359193,NA,NA
Phvul.003G206400.1,NA,1.79521034396714,NA,NA,1.04081082438209,NA,NA
Phvul.003G207000.1,NA,NA,-1.66992388513186,NA,-1.85124892186933,NA,NA
Phvul.003G209101.1,NA,NA,-4.82234467228507,NA,NA,NA,NA
Phvul.003G210000.1,NA,NA,NA,-1.04369091123795,NA,-1.19226504489878,NA
Phvul.003G210600.2,1.60272997509975,1.36583670019805,1.00831096699208,NA,NA,NA,1.20765329631273
Phvul.003G212600.1,NA,2.02260976694044,NA,NA,NA,NA,1.60283639299328
Phvul.003G212700.1,-1.04800097105173,NA,NA,NA,NA,NA,NA
Phvul.003G212800.2,NA,NA,-1.04755599973888,NA,NA,-1.35952834721867,NA
Phvul.003G214350.1,-1.07039778863119,NA,-1.72609103730568,NA,NA,NA,NA
Phvul.003G214900.2,1.21864009117732,1.38621091719784,NA,NA,NA,NA,1.28914790644688
Phvul.003G215100.2,NA,NA,NA,NA,-1.1616902226443,NA,NA
Phvul.003G217200.1,1.86737504422295,3.25016999751973,NA,NA,1.00047511192876,NA,2.91403584532696
Phvul.003G217900.1,NA,1.02040841995515,NA,NA,1.24728882147039,NA,NA
Phvul.003G218500.1,NA,1.46223787286833,NA,1.10373350714617,NA,NA,NA
Phvul.003G219000.1,1.7177696909382,NA,-1.27749335805974,NA,-1.54072812067565,NA,1.45786324636532
Phvul.003G219666.1,NA,NA,NA,NA,-1.10173069200658,NA,NA
Phvul.003G221700.2,NA,NA,-1.29796588275973,NA,NA,NA,NA
Phvul.003G224400.1,NA,NA,1.02479219575763,NA,NA,NA,NA
Phvul.003G224550.1,1.2674956776227,1.30842194579463,NA,NA,NA,NA,NA
Phvul.003G224600.1,3.72029010968859,NA,NA,NA,-2.40517706534853,NA,NA
Phvul.003G224800.1,1.30668339487244,4.73106289303305,1.29350008307886,NA,2.98488371139636,NA,2.99973668161387
Phvul.003G225700.1,-1.00032838483765,NA,-1.79352638782078,NA,-1.32560938228792,NA,NA
Phvul.003G226200.2,NA,NA,NA,NA,1.16986459313954,NA,1.29489216256269
Phvul.003G226900.1,NA,1.01474494150416,NA,NA,NA,NA,NA
Phvul.003G227300.1,NA,NA,NA,NA,-1.03031007781714,NA,NA
Phvul.003G227500.1,NA,NA,2.14335277788112,NA,NA,NA,NA
Phvul.003G228000.1,1.90381447754354,3.54690136450416,1.96355190363668,NA,2.24649145910586,NA,2.2004775159455
Phvul.003G228600.1,NA,NA,-1.00632101413639,NA,NA,NA,NA
Phvul.003G228800.1,NA,NA,-1.01952746980285,NA,NA,NA,NA
Phvul.003G229200.1,1.16166893231999,NA,NA,NA,NA,NA,NA
Phvul.003G231000.1,NA,NA,-1.21803040409443,NA,NA,NA,NA
Phvul.003G231100.1,-1.30444562594551,NA,NA,NA,NA,NA,NA
Phvul.003G231200.1,NA,NA,-1.07304635354079,NA,-1.18519453912167,NA,NA
Phvul.003G232400.1,NA,NA,NA,NA,-1.51120478021404,NA,NA
Phvul.003G233200.1,NA,NA,-1.00478440906662,NA,-1.46957606047842,NA,NA
Phvul.003G233400.1,1.39516235670925,1.69492101642365,NA,NA,NA,NA,1.2660121702444
Phvul.003G233700.1,NA,NA,NA,NA,-1.17738515127143,NA,NA
Phvul.003G234100.1,NA,NA,1.07945528631663,NA,1.67837846805741,NA,1.09853327059337
Phvul.003G236400.1,1.02351145929568,NA,NA,NA,-1.0644755253702,NA,NA
Phvul.003G237400.1,-1.35725810613083,NA,-1.15649434740181,NA,NA,NA,NA
Phvul.003G237500.1,NA,NA,-1.20735201850832,NA,-1.12564916493339,NA,NA
Phvul.003G238700.1,2.03343087263824,2.71360945944788,1.8524475709959,NA,1.07705999184356,NA,1.27756960216115
Phvul.003G238800.1,-1.60556646541149,-3.0892117636683,-2.34710157147134,NA,-2.0990614090546,NA,-1.33715352009576
Phvul.003G239200.1,-1.04161790904082,NA,NA,NA,NA,NA,-1.13925067780946
Phvul.003G239400.2,NA,NA,NA,NA,NA,NA,-1.07016093378579
Phvul.003G243800.1,-1.3145621992577,NA,-1.06786976850655,NA,NA,-1.36901332454316,-1.33662798764457
Phvul.003G244000.1,NA,1.01242790885796,NA,NA,NA,NA,NA
Phvul.003G244275.1,NA,NA,1.08400609001498,NA,1.19114355603182,NA,NA
Phvul.003G245101.1,NA,NA,-2.98919701550498,NA,NA,NA,NA
Phvul.003G245200.1,NA,-1.6671037116844,-1.37156553443885,NA,-1.7792048616729499,NA,NA
Phvul.003G245300.1,NA,-1.62303656174433,-1.43376678389636,NA,-1.38664807505589,NA,NA
Phvul.003G247300.1,1.74992839886152,1.43363520897999,NA,NA,NA,NA,NA
Phvul.003G247400.1,1.15152156987368,1.51551057986401,NA,NA,NA,NA,NA
Phvul.003G247800.1,-1.78984315283197,NA,NA,NA,NA,-1.01187148282846,NA
Phvul.003G248025.1,1.62191138142775,2.7212614201185,NA,NA,1.79742113061448,NA,2.60808421268368
Phvul.003G248050.1,NA,-1.19294981683753,NA,NA,NA,NA,NA
Phvul.003G249200.1,1.0723089620841,1.16118368598451,NA,NA,NA,NA,1.33248673122353
Phvul.003G250100.1,NA,NA,-1.77191743283781,NA,-1.68604925818225,NA,NA
Phvul.003G250400.1,NA,NA,-1.01066354569357,NA,-1.07766695215492,NA,NA
Phvul.003G250600.1,NA,-1.95921844935478,-1.22850749916117,NA,NA,NA,NA
Phvul.003G251100.1,NA,NA,1.77529005488861,NA,1.47091606554423,NA,NA
Phvul.003G251200.1,NA,NA,1.24635102457046,NA,1.65600520980547,NA,NA
Phvul.003G252200.1,NA,NA,NA,NA,1.15915511890473,NA,NA
Phvul.003G252500.1,1.98737775358829,3.19380016897958,4.0212735538349,NA,3.81332917291879,NA,1.79035243138341
Phvul.003G253100.1,NA,-1.39728422358554,NA,NA,NA,NA,NA
Phvul.003G254000.1,NA,NA,NA,NA,-1.11419114324514,NA,-1.10239333596566
Phvul.003G257900.1,1.05636966055196,1.86676708072564,1.86206636374624,NA,1.71998907716763,NA,NA
Phvul.003G258900.2,NA,NA,1.23665589773475,NA,NA,NA,NA
Phvul.003G260700.2,NA,1.51108320907842,NA,NA,NA,NA,NA
Phvul.003G261900.1,NA,NA,NA,NA,1.30422541368542,NA,NA
Phvul.003G264200.1,NA,-1.15645058670715,NA,NA,NA,NA,NA
Phvul.003G267100.1,NA,NA,NA,NA,-1.24026601279462,NA,NA
Phvul.003G267200.1,1.00029750969132,NA,NA,NA,NA,NA,NA
Phvul.003G268200.1,-1.16841714692555,NA,-1.51769980379076,NA,NA,NA,NA
Phvul.003G268300.1,NA,NA,-2.09597963523623,NA,-1.84685015045432,NA,NA
Phvul.003G268600.2,NA,NA,1.44322745922882,NA,1.35370268711518,NA,NA
Phvul.003G269000.1,2.13190655244479,NA,NA,NA,-1.69598344596877,NA,NA
Phvul.003G270800.2,-1.95226065896252,NA,NA,NA,NA,NA,NA
Phvul.003G271400.1,1.41220072690709,1.3972281629868,NA,NA,NA,NA,1.87337040306806
Phvul.003G274400.1,NA,NA,-1.10391957388854,NA,NA,NA,NA
Phvul.003G274700.1,1.41566409695517,1.28707244388438,NA,NA,NA,NA,1.21385844787413
Phvul.003G275800.1,NA,NA,-1.34890830629454,NA,-1.06018740651322,NA,NA
Phvul.003G276200.1,-1.02268767254567,NA,NA,NA,1.18538392288763,NA,NA
Phvul.003G276600.1,NA,NA,NA,NA,NA,NA,-1.15452967060788
Phvul.003G277200.1,NA,1.6307514864444,1.2376174706386,NA,1.91655867685515,NA,1.28020002313941
Phvul.003G278300.1,NA,1.22026884962127,1.16283729181295,NA,1.4340261736857,NA,NA
Phvul.003G278400.1,2.32512959633381,3.23838498215237,NA,1.42631708148534,NA,NA,2.17343784453171
Phvul.003G278800.1,NA,NA,1.17513399032334,NA,1.46464330951656,NA,NA
Phvul.003G283100.1,NA,1.15671323936802,NA,NA,1.32518490888517,NA,1.35721302077385
Phvul.003G283900.1,NA,NA,1.23795579950311,NA,NA,NA,NA
Phvul.003G284800.2,1.22797199619892,1.08439641685854,1.025062611097,NA,NA,NA,NA
Phvul.003G284900.1,-1.57765742119595,NA,-1.39453058097791,NA,NA,-1.27475852813265,NA
Phvul.003G286300.1,NA,NA,3.21840728893636,NA,3.54069451162511,NA,NA
Phvul.003G288400.1,1.16105217907272,NA,NA,NA,NA,NA,NA
Phvul.003G288800.1,NA,NA,1.12879293282095,NA,NA,NA,NA
Phvul.003G292400.1,NA,NA,-1.21794891912661,-1.39389312770695,-1.37034899609664,-1.1264514006102,NA
Phvul.003G293000.1,NA,NA,NA,NA,-1.51069436416549,NA,NA
Phvul.003G293200.1,NA,NA,NA,NA,-1.78066648716904,NA,NA
Phvul.003G293800.1,1.06193741227894,1.2320616716503,NA,NA,NA,NA,1.39258561530395
Phvul.003G294000.1,NA,-1.19717425781728,-1.01120113267354,NA,-1.44896379205769,NA,NA
Phvul.003G295200.1,-1.20110633569029,-1.12536810089398,NA,NA,NA,NA,-1.22777767902221
Phvul.003G295900.1,1.73167254589767,1.05813421063764,1.22370713887451,NA,NA,NA,1.17087347446188
Phvul.004G000700.1,NA,NA,-1.01519518539803,NA,NA,NA,NA
Phvul.004G001100.1,NA,NA,1.15723456237429,NA,NA,NA,NA
Phvul.004G001200.1,NA,NA,NA,NA,-1.07548706453622,NA,NA
Phvul.004G002300.2,NA,NA,2.51107447104365,NA,NA,NA,NA
Phvul.004G002800.1,NA,NA,2.88919622527951,NA,NA,NA,-1.52843565086496
Phvul.004G004900.1,NA,NA,1.21638287277736,NA,NA,NA,NA
Phvul.004G005300.1,NA,NA,NA,NA,-1.04222836426126,NA,NA
Phvul.004G005600.1,NA,NA,3.05551937568473,NA,NA,NA,-1.82194196452913
Phvul.004G007100.1,NA,1.43906838732393,1.06671047739997,NA,2.31748891529584,NA,1.49228715165017
Phvul.004G007750.1,NA,NA,3.80417161122144,NA,NA,1.45385739450724,NA
Phvul.004G007900.2,NA,NA,1.28889044286268,NA,NA,NA,NA
Phvul.004G008101.1,NA,NA,2.01727323858158,NA,NA,NA,NA
Phvul.004G008250.1,NA,NA,2.70785068862275,NA,NA,NA,NA
Phvul.004G008351.1,NA,NA,2.14507417026184,NA,NA,NA,-2.05158103553405
Phvul.004G008560.1,NA,NA,2.29870450065276,NA,NA,NA,NA
Phvul.004G008740.1,NA,NA,1.23922725955088,NA,NA,NA,NA
Phvul.004G008900.1,NA,NA,1.18040415438337,NA,NA,NA,NA
Phvul.004G008909.1,NA,NA,2.09693457209484,NA,NA,NA,NA
Phvul.004G008918.1,NA,NA,1.88384328300834,NA,NA,NA,NA
Phvul.004G008921.1,NA,NA,1.07311695133997,NA,NA,NA,NA
Phvul.004G008981.1,NA,NA,1.72390389033696,NA,NA,NA,-1.00339402059955
Phvul.004G009041.1,NA,NA,2.9059461411167,NA,NA,1.59159499756606,NA
Phvul.004G009101.1,NA,NA,2.60924504563113,NA,NA,NA,NA
Phvul.004G009136.1,NA,NA,2.62754110307812,NA,NA,NA,-2.40242933744783
Phvul.004G009221.1,NA,NA,2.10859476456786,NA,NA,NA,-1.45842456196738
Phvul.004G009281.1,NA,NA,2.26699520236178,NA,NA,NA,-1.79357755994334
Phvul.004G009300.2,NA,NA,1.12169869447007,NA,NA,NA,NA
Phvul.004G009521.1,NA,NA,2.59648027312971,NA,NA,NA,-2.33297049933169
Phvul.004G009527.1,NA,NA,2.22850116066726,NA,NA,NA,-1.36724441176245
Phvul.004G009641.1,NA,NA,-1.2336899144988,NA,NA,NA,NA
Phvul.004G009800.1,NA,NA,3.3276491763426,NA,NA,1.37874373818709,NA
Phvul.004G009809.1,NA,NA,-1.1953916233634,NA,NA,NA,NA
Phvul.004G009821.1,NA,NA,2.49586067450374,NA,NA,NA,NA
Phvul.004G009909.1,NA,NA,1.76153526935648,NA,NA,NA,NA
Phvul.004G009927.1,NA,NA,2.13609570704761,NA,NA,1.27687340954417,NA
Phvul.004G009936.1,NA,NA,3.43467691690112,NA,NA,NA,NA
Phvul.004G009945.1,NA,NA,-1.18702468443225,NA,NA,NA,NA
Phvul.004G010700.1,NA,NA,-1.1635893095505,NA,NA,NA,NA
Phvul.004G011800.1,-1.94581531728813,-1.25900947821973,1.05735001772995,NA,NA,NA,-2.43668431467984
Phvul.004G012300.1,NA,NA,-1.122834602681,NA,-1.56486970431368,NA,NA
Phvul.004G012801.1,NA,NA,3.91810182465873,NA,NA,NA,-2.29228536818648
Phvul.004G012900.1,NA,NA,2.18180556620461,NA,NA,1.09706904634267,NA
Phvul.004G013000.1,NA,NA,1.48156741933206,NA,NA,NA,NA
Phvul.004G013350.1,NA,NA,-2.17110982107743,NA,-2.44761407839979,NA,NA
Phvul.004G014000.1,NA,NA,1.00069790596348,NA,1.04287010619111,NA,NA
Phvul.004G014100.1,NA,NA,1.57355315724641,NA,NA,NA,-1.23473125853908
Phvul.004G014200.1,NA,NA,-1.95355642735834,NA,-1.9091048202122,NA,NA
Phvul.004G014400.1,NA,NA,NA,NA,-1.20073719309776,NA,NA
Phvul.004G014666.1,NA,NA,NA,NA,NA,NA,-1.41012024499365
Phvul.004G014732.1,NA,NA,NA,NA,-1.12139619359872,NA,NA
Phvul.004G015600.1,NA,NA,1.26396854906111,NA,NA,NA,NA
Phvul.004G015732.1,NA,NA,2.38661001917294,NA,NA,NA,NA
Phvul.004G015800.1,NA,NA,2.07267437253641,NA,NA,NA,-1.15396483258891
