GeneID,log2FC_dat_ev,log2FC_dat_rna,log2FC_dat_ox,log2FC_dat_rna_lp,log2FC_dat_ox_lp,log2FC_dat_rna_op,log2FC_dat_ox_op
Phvul.009G034200.1,NA,NA,-1.14028545479564,NA,-1.03210883808688,NA,NA
Phvul.009G037000.1,NA,NA,1.31821373059141,NA,NA,NA,NA
Phvul.009G038200.1,NA,NA,1.13377922736299,NA,NA,NA,NA
Phvul.009G040500.1,1.79639102694868,1.32452172684363,NA,NA,NA,NA,1.19520469894472
Phvul.009G040800.3,NA,NA,NA,NA,NA,NA,-1.12147361060461
Phvul.009G041200.1,NA,NA,-1.06591017685678,NA,-1.12003921014351,NA,NA
Phvul.009G041600.1,NA,NA,1.57171381121519,NA,NA,NA,NA
Phvul.009G042300.1,-1.00476722445323,NA,NA,NA,NA,NA,NA
Phvul.009G042600.1,NA,NA,NA,NA,NA,-1.10027851651852,NA
Phvul.009G043100.1,NA,NA,-1.17081984877631,NA,-1.32947479448441,NA,NA
Phvul.009G043200.2,NA,NA,NA,NA,NA,-1.16404234444197,NA
Phvul.009G045000.1,NA,1.0571690647163,NA,NA,NA,NA,1.09641582172535
Phvul.009G045400.1,NA,NA,NA,NA,-1.12177408817082,NA,NA
Phvul.009G046400.1,NA,NA,2.15663798109501,NA,1.43990214302215,NA,NA
Phvul.009G046500.1,3.02221410034444,NA,3.08038078417021,NA,NA,NA,1.45561193900148
Phvul.009G047800.1,NA,NA,NA,NA,NA,NA,-1.05904081982606
Phvul.009G049600.1,NA,NA,1.27672194097148,NA,NA,NA,NA
Phvul.009G049900.1,NA,1.15604450978691,NA,NA,NA,NA,NA
Phvul.009G050800.1,NA,NA,1.06450556347722,NA,NA,NA,NA
Phvul.009G051700.1,-1.03604146552343,NA,-1.1956572706305,NA,-1.40473586115601,-1.10610020152883,-1.23309579065481
Phvul.009G052700.3,NA,1.1939774595549,NA,NA,1.00153404383217,NA,NA
Phvul.009G052900.1,1.32562641964805,NA,1.14164979239936,NA,NA,NA,NA
Phvul.009G053900.2,NA,1.32521862209554,NA,1.04189274357681,NA,NA,NA
Phvul.009G055800.1,NA,NA,NA,NA,-1.13795666009772,NA,NA
Phvul.009G056800.2,NA,NA,NA,NA,NA,NA,1.06562259695421
Phvul.009G057300.1,NA,2.52678669623351,1.03018841851412,NA,1.51718099244692,NA,1.14483420211189
Phvul.009G058900.1,2.12439943564797,2.06357162477272,NA,NA,NA,NA,2.05003705850808
Phvul.009G059700.1,NA,-1.01221620107537,NA,NA,NA,NA,NA
Phvul.009G060000.1,-1.13295146083589,NA,-1.17567115264989,NA,NA,-1.10062572033509,NA
Phvul.009G060200.1,NA,NA,-1.07018537878515,NA,-1.08946414207236,NA,NA
Phvul.009G060500.1,-1.27045229956719,NA,-1.84064903441888,NA,-1.22777444645461,NA,NA
Phvul.009G060900.1,NA,NA,NA,NA,-1.09223264174172,NA,NA
Phvul.009G061375.1,NA,NA,NA,NA,NA,NA,1.29613394336088
Phvul.009G061450.1,NA,NA,1.4147379640624,NA,1.30581112867748,NA,NA
Phvul.009G062600.1,NA,NA,NA,NA,1.64263574025891,NA,1.45133436288033
Phvul.009G062800.1,NA,NA,-1.41492816766429,NA,NA,NA,NA
Phvul.009G064300.1,-1.67994000527665,NA,NA,NA,NA,NA,NA
Phvul.009G064700.1,NA,NA,NA,NA,-1.40024528626496,NA,-1.32018358852088
Phvul.009G065800.1,NA,NA,NA,NA,-1.08413578416375,NA,NA
Phvul.009G066300.1,1.59439810158017,2.19441808964821,3.76448215407061,NA,2.75736729977988,NA,NA
Phvul.009G066400.2,NA,NA,1.83970618321784,NA,1.61028975497799,NA,NA
Phvul.009G066600.1,NA,NA,1.14993168298448,NA,1.13863292648164,NA,NA
Phvul.009G066650.1,NA,NA,NA,NA,1.07009926662831,NA,1.1344203163151
Phvul.009G066900.1,NA,NA,1.18855036585445,NA,NA,NA,NA
Phvul.009G066920.1,1.25654341659993,NA,1.51026184443453,NA,NA,NA,NA
Phvul.009G066980.1,NA,1.23941428850152,NA,NA,NA,NA,1.41559352469235
Phvul.009G067800.1,1.4057414647547,NA,NA,NA,NA,NA,1.69687047449752
Phvul.009G068000.1,NA,NA,1.07102383071871,NA,1.44962984544797,NA,NA
Phvul.009G068100.1,NA,NA,1.39920076216542,NA,1.15815680199722,NA,NA
Phvul.009G068200.1,NA,NA,1.67006850715773,NA,1.5512624042192,NA,NA
Phvul.009G068600.1,NA,NA,NA,NA,1.01967188179937,NA,NA
Phvul.009G070500.1,-1.46288650514867,NA,NA,NA,NA,NA,-1.49659544205959
Phvul.009G071900.1,NA,NA,NA,NA,1.0098322179,NA,1.02512649958848
Phvul.009G072000.1,NA,NA,NA,-1.34650352535621,NA,-1.14866337161626,NA
Phvul.009G075100.1,2.15051262571362,3.02910879698576,NA,NA,NA,NA,2.38502467323076
Phvul.009G075400.1,-1.02105759686251,NA,NA,NA,NA,NA,NA
Phvul.009G075500.1,2.03066867790934,2.30206082897407,NA,NA,1.01485497776248,NA,2.3971825405458
Phvul.009G075801.1,NA,NA,1.25687185086652,NA,1.13469644123864,NA,NA
Phvul.009G077000.1,NA,NA,NA,NA,NA,NA,1.21850644383062
Phvul.009G077300.1,NA,NA,NA,NA,NA,1.58241420812814,NA
Phvul.009G077700.1,NA,NA,1.2037832233423,NA,NA,NA,NA
Phvul.009G078300.2,1.03848630626481,NA,1.2118293290026,NA,NA,NA,NA
Phvul.009G078600.1,NA,NA,1.00963331891122,NA,NA,NA,NA
Phvul.009G080000.1,NA,NA,1.37071192994144,NA,NA,NA,NA
Phvul.009G080200.1,1.46332732132977,1.95342761211307,2.27720624407012,NA,NA,-1.744921251131,NA
Phvul.009G081700.1,NA,1.4117417960973,NA,NA,NA,NA,NA
Phvul.009G081800.2,-1.80328281702326,NA,NA,NA,NA,NA,NA
Phvul.009G082800.1,NA,NA,NA,NA,NA,1.40621384373726,NA
Phvul.009G083500.1,NA,NA,-2.09616190095242,NA,-1.29798137155638,NA,NA
Phvul.009G084400.1,-1.50366281159202,NA,NA,NA,NA,-1.54024978671409,-1.12341311457599
Phvul.009G084900.1,NA,NA,-1.30382788825668,NA,-1.27272360760823,NA,NA
Phvul.009G086000.1,NA,NA,1.73370180607473,NA,1.2776922846092,NA,NA
Phvul.009G087200.3,1.01906612930135,NA,NA,NA,NA,1.60839118148782,NA
Phvul.009G087400.2,NA,1.1039022915684,NA,NA,NA,-1.14090015825843,NA
Phvul.009G087500.1,NA,NA,-1.12487114942627,NA,-1.43873136655076,NA,NA
Phvul.009G088450.1,NA,NA,1.46381239402134,NA,1.46883278958009,NA,NA
Phvul.009G090600.1,NA,1.65412174484975,NA,NA,NA,NA,1.43784527533716
Phvul.009G090700.1,NA,NA,-4.35986632739884,NA,-3.798499383593,NA,NA
Phvul.009G090800.1,NA,NA,-2.05296407606455,NA,-1.67059602253164,NA,NA
Phvul.009G094000.1,3.89743597875224,4.06462909640541,1.25470553060083,NA,1.65673584303039,NA,4.31810219281694
Phvul.009G094900.1,NA,NA,-1.1802294427131,NA,NA,NA,NA
Phvul.009G095300.1,1.11070626000452,NA,NA,NA,NA,NA,1.00888290784682
Phvul.009G095800.1,NA,1.69421130971991,NA,1.23418852346953,NA,NA,NA
Phvul.009G096000.1,NA,3.30116334810378,1.28780199303194,NA,2.02767073196408,NA,NA
Phvul.009G099100.1,NA,NA,NA,NA,NA,1.13820836993094,NA
Phvul.009G099500.1,NA,-1.00942878783339,NA,NA,NA,NA,NA
Phvul.009G101600.1,1.30418778196137,NA,NA,NA,NA,1.50396395779386,NA
Phvul.009G101800.1,1.33435921450837,1.18217070204422,NA,NA,NA,NA,1.34088992167596
Phvul.009G102000.1,NA,1.83623510361772,1.13642208858169,NA,NA,NA,1.03137149913558
Phvul.009G103700.1,NA,NA,NA,NA,-1.23867840233426,NA,NA
Phvul.009G103800.1,NA,NA,NA,NA,NA,1.08970110191921,NA
Phvul.009G104900.1,NA,NA,NA,NA,NA,1.00322457013684,NA
Phvul.009G105300.2,NA,NA,-1.89458175967284,NA,-2.42015527685,NA,-1.01892562830959
Phvul.009G105400.1,NA,NA,NA,NA,-1.30638980165162,NA,NA
Phvul.009G107700.1,NA,NA,NA,NA,-1.11472374650499,NA,NA
Phvul.009G109100.1,NA,NA,-2.59859057728278,NA,-2.934808608014,-3.00250943827929,NA
Phvul.009G109200.1,NA,NA,NA,NA,NA,-1.39717552436296,NA
Phvul.009G109600.1,NA,NA,-1.16173457143577,NA,NA,-1.27667304171239,NA
Phvul.009G109700.1,NA,NA,-1.04836511254592,NA,NA,NA,NA
Phvul.009G111000.1,-1.08574830740794,NA,NA,NA,NA,NA,-1.21726661297288
Phvul.009G111500.1,NA,1.60468878766153,NA,NA,NA,NA,1.03575922547872
Phvul.009G112200.1,NA,NA,NA,NA,1.14954711810354,NA,NA
Phvul.009G118800.1,NA,NA,NA,NA,NA,-1.0107829572965,NA
Phvul.009G119200.1,NA,NA,NA,NA,-1.19066032596621,NA,NA
Phvul.009G120000.1,-1.11818801214835,NA,NA,NA,NA,NA,NA
Phvul.009G120300.1,NA,NA,-1.12586469406893,NA,NA,NA,2.26463203788073
Phvul.009G120400.1,NA,NA,NA,NA,1.46508259105508,NA,2.25520192352809
Phvul.009G120500.1,NA,NA,1.5227878081311,NA,NA,NA,NA
Phvul.009G120700.2,NA,NA,-1.10829185810104,NA,NA,NA,NA
Phvul.009G121000.1,1.13433493676287,NA,NA,NA,NA,NA,NA
Phvul.009G121700.1,NA,NA,-1.39917971851123,NA,-1.37249139191125,NA,NA
Phvul.009G122200.1,-1.29897269611487,NA,NA,NA,1.37885061071199,NA,NA
Phvul.009G122600.1,NA,1.27038603282694,NA,NA,NA,NA,NA
Phvul.009G122800.1,NA,1.01049072709448,NA,NA,NA,NA,NA
Phvul.009G123900.1,NA,NA,1.259630759178,NA,NA,NA,NA
Phvul.009G124000.1,NA,NA,NA,NA,NA,-1.38980225046869,-1.1378553409817
Phvul.009G124100.1,-1.07424073991766,-1.23228842253614,-1.05465248555236,NA,-1.12206672229979,NA,-1.1297642317454
Phvul.009G126400.1,1.10452537117921,2.20675347018536,NA,NA,1.23577363738965,NA,1.84278555993753
Phvul.009G127900.1,NA,NA,-1.00788264393898,NA,NA,NA,NA
Phvul.009G128300.1,1.1007802869063,NA,NA,NA,NA,NA,NA
Phvul.009G130600.1,1.05003216442765,2.17240241369963,1.36937762568949,NA,1.7227082220354,NA,1.41848993943144
Phvul.009G132100.1,NA,1.68778096062264,NA,NA,NA,NA,1.05230649675756
Phvul.009G132400.1,1.123532121081,1.35687192500829,NA,NA,NA,NA,NA
Phvul.009G132900.1,NA,2.94949982387869,NA,1.61498044392459,1.31242375901457,NA,1.3911719705975
Phvul.009G133500.1,NA,NA,NA,NA,1.13632123555138,NA,NA
Phvul.009G134300.1,NA,NA,-1.43623602835407,NA,-1.37878267339546,NA,NA
Phvul.009G134650.1,NA,1.6043275646474,NA,NA,NA,NA,NA
Phvul.009G134700.1,1.36335765521586,1.43011707984776,NA,NA,NA,NA,1.22077048324007
Phvul.009G134800.1,NA,NA,NA,NA,NA,NA,-1.03717680877256
Phvul.009G135300.1,NA,NA,-2.11604173258438,NA,-2.3301677614366,NA,-1.13001266707452
Phvul.009G136200.1,NA,NA,NA,NA,NA,NA,-1.88403102274333
Phvul.009G136400.1,-1.39242136067304,NA,NA,NA,NA,-1.22217127103626,-1.27747030261933
Phvul.009G137700.1,NA,1.31266170038976,NA,NA,1.00174522654331,NA,NA
Phvul.009G137900.1,2.05693201133842,2.42001414189873,NA,NA,1.26088911433936,NA,2.9566287388105
Phvul.009G138900.1,NA,NA,NA,NA,NA,NA,-1.38655206196877
Phvul.009G142200.1,NA,NA,NA,NA,-1.2306741869997,NA,NA
Phvul.009G142800.1,NA,-1.1599532998981399,-1.52527589235414,NA,-1.82019636037913,1.09942099798514,NA
Phvul.009G143800.1,NA,NA,-1.18947552158614,NA,-1.27400711401334,NA,NA
Phvul.009G144100.1,NA,NA,-1.41529965740803,NA,-1.34600832645415,NA,NA
Phvul.009G145900.1,NA,NA,-1.38229896839244,NA,NA,NA,NA
Phvul.009G146050.1,NA,NA,NA,NA,-1.00376095785457,NA,NA
Phvul.009G147700.1,1.80667517640901,1.10045099838374,NA,NA,NA,NA,2.00585925344744
Phvul.009G149500.1,1.82641277812438,1.34507503799981,1.15863425070976,NA,NA,1.01357176513342,1.51889706553482
Phvul.009G150800.1,NA,1.01208217983922,NA,NA,NA,NA,NA
Phvul.009G151300.1,NA,NA,NA,NA,-1.07584785053509,NA,NA
Phvul.009G151500.1,NA,NA,NA,NA,NA,NA,-1.28975920677133
Phvul.009G152400.1,1.57551193372869,2.16265084996449,1.07833560507011,NA,NA,-1.43298696692008,NA
Phvul.009G152500.1,1.54164268869839,1.67359383744559,1.41488510643958,-1.61866722002677,NA,-1.73222527177298,NA
Phvul.009G154100.1,NA,2.44803134711811,NA,NA,1.46373517210796,NA,1.08311194065209
Phvul.009G155900.1,-1.4642031334306,NA,NA,NA,NA,NA,NA
Phvul.009G156100.1,NA,NA,-1.29186091204212,NA,-1.56819170818452,NA,NA
Phvul.009G156300.1,2.19092674966892,3.72339502826384,1.56653617581449,NA,2.35825484146561,NA,3.00202767149127
Phvul.009G156600.1,NA,-1.00111799811032,NA,NA,NA,NA,NA
Phvul.009G156800.3,NA,NA,-1.17759587983251,NA,-1.03893236266561,NA,NA
Phvul.009G159300.1,NA,NA,1.04190785432301,NA,NA,NA,NA
Phvul.009G161600.2,NA,NA,NA,NA,-1.19282230672449,NA,NA
Phvul.009G162300.1,NA,NA,NA,NA,-1.52769863630408,NA,-1.61515316719549
Phvul.009G164300.1,NA,1.14504880574331,NA,NA,NA,NA,1.41735016712212
Phvul.009G165500.1,NA,NA,NA,NA,-1.10776606369319,NA,NA
Phvul.009G166800.1,1.52611864418393,1.22353076996127,NA,NA,NA,NA,1.06030008950541
Phvul.009G167600.1,-1.18120200461646,NA,NA,NA,NA,NA,NA
Phvul.009G169300.1,NA,NA,NA,NA,NA,NA,-1.21455931498275
Phvul.009G170500.1,NA,NA,-2.21428812132274,NA,-2.46757850287919,NA,NA
Phvul.009G170600.1,NA,NA,-1.44782878940781,NA,-1.63708147605864,NA,NA
Phvul.009G171600.1,1.44316720582212,1.87881269977641,NA,NA,NA,NA,1.30781078099999
Phvul.009G172001.1,-2.29136319611646,NA,NA,NA,NA,-1.47595052955779,-2.14800627358944
Phvul.009G173000.1,NA,NA,1.13230031842501,NA,1.14676588292509,NA,NA
Phvul.009G174600.1,NA,1.52957945708999,NA,NA,NA,NA,NA
Phvul.009G174900.1,NA,1.90382666133932,NA,NA,1.5168061470068,NA,1.54764970446624
Phvul.009G175200.1,NA,NA,-1.05798160280822,NA,NA,NA,NA
Phvul.009G175600.1,NA,NA,NA,NA,-1.15193489228648,NA,NA
Phvul.009G176750.1,NA,NA,-1.43495238490157,NA,NA,NA,NA
Phvul.009G177400.2,NA,NA,NA,NA,-1.21046883183963,NA,NA
Phvul.009G178000.1,NA,NA,-1.52349439703218,NA,-1.15120606617537,NA,NA
Phvul.009G178500.2,1.6197375887903,NA,NA,NA,NA,1.03370592832674,1.23456803182879
Phvul.009G178600.1,NA,1.01324805339982,NA,NA,NA,NA,NA
Phvul.009G178900.1,NA,NA,NA,NA,-1.2375915402743,NA,NA
Phvul.009G179600.1,NA,NA,NA,NA,NA,NA,1.5652155832828
Phvul.009G180401.1,1.05589330632214,NA,NA,NA,NA,NA,NA
Phvul.009G181500.1,NA,-1.67863718304068,-1.83551029234277,-1.85569196299168,-1.96268367210926,NA,NA
Phvul.009G182000.1,NA,NA,NA,NA,NA,NA,-1.16364831001824
Phvul.009G183600.3,NA,NA,-1.57815269299681,NA,-1.20179779384459,NA,NA
Phvul.009G184900.1,NA,NA,1.08221530507194,NA,1.84922671396985,NA,NA
Phvul.009G186100.2,1.01251896072291,NA,NA,NA,NA,NA,1.04482347517618
Phvul.009G186300.1,1.41349570726997,1.04855873078347,NA,NA,NA,NA,1.32896577766221
Phvul.009G186400.1,NA,NA,NA,NA,NA,NA,-1.07523417449224
Phvul.009G186800.1,NA,NA,NA,NA,NA,NA,-1.19597733713119
Phvul.009G187400.1,NA,NA,-2.17395044575362,NA,-2.49615115429713,NA,NA
Phvul.009G187700.1,NA,2.51869186588614,NA,NA,1.07731593566607,NA,1.63409472489633
Phvul.009G187800.1,1.38440610936894,1.85406192316027,1.5280960860959,NA,1.57932395695159,NA,1.45163242291672
Phvul.009G188800.1,NA,NA,-2.16702250105497,NA,NA,NA,2.07247047308789
Phvul.009G189000.1,2.30154992403499,2.39045609988986,NA,NA,1.09011735219657,NA,3.03240597831589
Phvul.009G189700.1,NA,NA,NA,NA,1.18970294970982,NA,NA
Phvul.009G192401.1,NA,1.74529983904252,1.49184641561912,NA,NA,NA,NA
Phvul.009G192501.1,NA,2.69061165113648,1.6657160702072,NA,1.0988075458951,NA,NA
Phvul.009G194100.1,NA,NA,1.1463156857098,NA,NA,NA,-1.56594256404004
Phvul.009G196900.1,NA,-1.27209207315933,NA,NA,NA,NA,NA
Phvul.009G197000.1,3.70570340283676,3.15603374581654,1.21305738561096,NA,NA,NA,2.04328523168614
Phvul.009G197100.1,NA,-1.83399095297422,-1.2675082520928,NA,-1.41985094095529,NA,-1.46452025537909
Phvul.009G197700.1,NA,NA,-1.07178209071905,NA,NA,NA,NA
Phvul.009G198400.1,1.34576310742135,NA,NA,NA,NA,1.66796588526587,NA
Phvul.009G199200.1,NA,NA,-1.43560211767186,NA,NA,NA,NA
Phvul.009G199400.1,NA,NA,-1.45302525561327,NA,-1.7534911804133,NA,-1.06630945392078
Phvul.009G201000.1,NA,NA,1.26262501397578,NA,NA,NA,NA
Phvul.009G203400.1,NA,NA,1.03662222951434,NA,NA,NA,NA
Phvul.009G207300.1,NA,1.03943850994109,NA,NA,NA,NA,NA
Phvul.009G207800.1,NA,NA,1.07701365312267,NA,NA,NA,NA
Phvul.009G208400.1,NA,NA,NA,NA,1.13449672291013,NA,NA
Phvul.009G209800.1,NA,NA,NA,NA,-1.04968004671442,NA,NA
Phvul.009G210332.1,NA,NA,1.79630013225966,NA,1.8692822762839,NA,NA
Phvul.009G210680.1,NA,1.19924215499926,NA,NA,1.62414797078829,NA,NA
Phvul.009G210900.1,-1.53540173554192,NA,NA,NA,1.14297310890543,NA,NA
Phvul.009G211000.1,NA,1.51467623463062,NA,NA,NA,NA,NA
Phvul.009G211150.1,NA,1.8658115858868,NA,NA,NA,NA,NA
Phvul.009G211200.2,-1.0085919664052,NA,NA,NA,NA,NA,NA
Phvul.009G211700.1,1.15323447300252,NA,NA,NA,NA,1.23953563750802,NA
Phvul.009G212700.1,NA,NA,NA,NA,1.51961388339097,NA,NA
Phvul.009G212800.1,NA,NA,NA,NA,1.9272712848711,NA,NA
Phvul.009G212900.1,NA,NA,NA,NA,1.11810002563138,NA,NA
Phvul.009G214500.1,-1.01137935714947,NA,NA,NA,NA,NA,NA
Phvul.009G215600.1,1.28615561879762,1.1253516783044,NA,NA,NA,NA,1.52986082435182
Phvul.009G217000.1,NA,NA,1.04714926918301,NA,1.25516798918745,NA,NA
Phvul.009G217500.1,NA,NA,-4.87871894153398,NA,NA,NA,NA
Phvul.009G219700.1,NA,NA,-2.60070338768309,NA,-2.47940958162263,NA,NA
Phvul.009G220400.2,NA,NA,-1.59973655701329,NA,-1.99392396008727,NA,NA
Phvul.009G220500.1,NA,NA,-1.31669992382927,NA,NA,NA,NA
Phvul.009G220800.1,NA,1.80087990321638,NA,NA,NA,NA,NA
Phvul.009G221000.1,NA,1.43486973535025,NA,NA,1.34567143642675,NA,NA
Phvul.009G221600.1,NA,1.13120626095664,NA,NA,NA,NA,NA
Phvul.009G221900.1,1.21129841170531,NA,NA,NA,NA,NA,1.10036363937756
Phvul.009G223800.1,1.13544613046385,1.05586091711079,NA,NA,NA,NA,1.01438556080112
Phvul.009G225000.1,NA,NA,-2.7540374531586,NA,-2.99399264645648,NA,NA
Phvul.009G225200.1,NA,NA,-1.0558903147485,NA,-1.43994758897693,NA,NA
Phvul.009G225800.1,2.14589177042234,NA,NA,NA,-2.43154965219685,2.13220134001495,NA
Phvul.009G226900.1,NA,NA,NA,NA,-1.04033281734639,NA,NA
Phvul.009G227600.1,NA,1.17572792982489,NA,NA,NA,NA,NA
Phvul.009G229400.1,NA,NA,1.01511514411067,NA,NA,NA,NA
Phvul.009G229500.1,NA,1.00153370923121,NA,NA,1.72988012114367,NA,1.78718956181549
Phvul.009G230700.1,NA,1.27340388260004,1.3808081899137,NA,1.61942032731468,NA,1.07104124178259
Phvul.009G231700.1,NA,NA,-1.52068013941457,NA,-1.38104826113745,NA,NA
Phvul.009G232400.1,NA,NA,-1.84845728964131,NA,-1.49711266663682,NA,NA
Phvul.009G232500.1,NA,NA,NA,NA,1.03505372394522,NA,NA
Phvul.009G233200.1,NA,NA,NA,NA,-1.09158982621861,NA,NA
Phvul.009G233300.1,NA,NA,NA,NA,-2.42148110979122,NA,NA
Phvul.009G234500.1,NA,1.4143930242554,NA,1.29210559532508,NA,NA,NA
Phvul.009G234900.1,1.11292553725867,1.3459003147727,NA,NA,NA,NA,1.30951842430725
Phvul.009G236600.1,NA,NA,1.03381399638231,NA,1.18344848258337,NA,NA
Phvul.009G238400.1,-2.04600525426823,NA,-1.33748100398146,NA,NA,-1.10161146787897,NA
Phvul.009G238500.1,NA,NA,1.07286389368638,NA,NA,NA,NA
Phvul.009G239100.1,NA,NA,-1.13963823041736,NA,-1.37660401401356,NA,NA
Phvul.009G240000.1,NA,NA,NA,NA,NA,NA,-1.10217201690607
Phvul.009G240677.1,NA,NA,1.19864480437105,1.16242177739975,1.54595202509438,NA,NA
Phvul.009G240688.1,NA,NA,NA,NA,NA,NA,-1.75147883215227
Phvul.009G243000.1,1.28341308636408,NA,NA,NA,NA,NA,1.02061617713838
Phvul.009G244200.1,NA,NA,-1.5663268864436,NA,-1.36503543905711,NA,NA
Phvul.009G244600.1,-1.00446229210376,-2.26082008231689,NA,NA,NA,NA,-1.45858283458177
Phvul.009G245000.1,NA,NA,NA,NA,NA,-1.79536725047743,NA
Phvul.009G247200.1,NA,NA,1.48310386762969,NA,1.04809932101491,NA,NA
Phvul.009G249000.1,NA,NA,-1.00162828281758,NA,NA,NA,NA
Phvul.009G249500.1,NA,NA,NA,NA,NA,NA,-1.92125612629356
Phvul.009G249700.1,NA,-1.53157689139068,NA,-1.46377961622092,NA,NA,NA
Phvul.009G250000.1,NA,NA,-1.2040487232655,NA,NA,NA,NA
Phvul.009G252300.1,NA,NA,NA,NA,NA,NA,-1.2433849927686
Phvul.009G252900.1,NA,NA,-1.02001134445648,NA,NA,-1.05943575460983,NA
Phvul.009G254400.1,NA,NA,NA,NA,1.05841507436074,NA,NA
Phvul.009G254500.1,NA,1.36241371168089,NA,NA,NA,NA,1.02621903978093
Phvul.009G256400.1,NA,NA,1.50894107867151,1.00504461787018,1.56724333587318,NA,NA
Phvul.009G256600.1,-1.31541727919696,NA,NA,NA,NA,NA,NA
Phvul.009G256900.1,-1.56578532374636,-1.99620176840231,-4.06549485949599,NA,NA,NA,1.64869067027747
Phvul.009G257000.1,NA,NA,-1.28841105287996,NA,-1.54499821853329,NA,NA
Phvul.009G257100.1,NA,NA,NA,NA,NA,NA,1.00661949008865
Phvul.009G257400.1,NA,1.72735951440867,1.19165593198496,NA,1.61515220807204,NA,NA
Phvul.009G258400.1,NA,NA,NA,NA,1.05253301762765,NA,NA
Phvul.009G258800.1,-1.01405250788156,NA,NA,NA,NA,NA,NA
Phvul.009G259650.1,NA,NA,1.26894013785374,NA,NA,NA,NA
Phvul.009G260200.1,NA,NA,-1.01003459784602,NA,NA,NA,NA
Phvul.009G260500.1,NA,1.23137531724497,NA,NA,1.08709956276288,NA,NA
Phvul.009G261700.1,-1.35838538938746,NA,NA,NA,NA,NA,-1.51630138493705
Phvul.009G262900.1,NA,1.08566486104727,NA,NA,NA,NA,NA
Phvul.010G000300.2,NA,1.60287036324262,NA,NA,NA,NA,NA
Phvul.010G001300.1,NA,NA,2.28659452455947,NA,1.80457944774315,NA,NA
Phvul.010G001600.2,NA,NA,2.56623148831635,NA,NA,NA,-1.80227946249265
Phvul.010G002000.1,NA,NA,1.2478552090172,NA,NA,NA,NA
Phvul.010G003800.1,NA,NA,NA,NA,NA,NA,-1.0292895567298
Phvul.010G004200.2,NA,NA,NA,NA,NA,NA,-1.28877593309816
Phvul.010G005100.1,NA,1.58974099467394,NA,NA,NA,NA,NA
Phvul.010G005500.1,-1.593361792719,NA,-1.42397245016073,NA,-1.07876646636461,NA,-1.23150073213664
Phvul.010G005900.1,1.25483150261993,1.65368582467889,NA,NA,NA,NA,1.0922167046782
Phvul.010G007700.1,NA,NA,3.39000553489737,NA,3.78332727737279,NA,NA
Phvul.010G008600.1,1.12178993905758,NA,NA,NA,NA,NA,NA
Phvul.010G008800.1,1.24501237838633,1.30970534845993,1.78414167037523,NA,NA,NA,NA
Phvul.010G009000.2,NA,NA,5.02194778973856,NA,4.91712074447507,NA,NA
Phvul.010G009200.1,1.51913663170738,1.71175383002676,1.66548004433056,NA,NA,NA,NA
Phvul.010G009500.1,NA,NA,-1.42417135681783,NA,NA,NA,1.03560734501319
Phvul.010G010200.1,NA,NA,-1.31142117614435,NA,-1.28218941692659,NA,NA
Phvul.010G010900.1,NA,NA,-2.9688432037942,NA,-2.73812629324287,NA,NA
Phvul.010G011500.1,NA,NA,1.2449574758769,NA,NA,NA,NA
Phvul.010G011900.1,NA,-1.12178187434762,NA,NA,NA,NA,NA
Phvul.010G012800.1,-1.55492440957879,NA,NA,NA,NA,NA,-1.62780765365585
Phvul.010G013200.1,-1.37229743113295,NA,NA,NA,NA,-1.27512146773601,-1.61851607038659
Phvul.010G014300.1,-1.09561715734568,-1.25478470369046,NA,NA,NA,NA,-1.08885225643768
Phvul.010G014800.2,NA,NA,1.43587311701613,NA,1.23207208058036,NA,NA
Phvul.010G015400.1,NA,NA,-2.54557321267059,NA,-2.03872162381664,NA,NA
Phvul.010G016200.1,NA,NA,1.12727003206463,NA,NA,NA,-1.0759221506983
Phvul.010G016300.1,NA,NA,-1.94971920431323,NA,-2.21954562904477,NA,NA
Phvul.010G017600.1,-1.21599034170768,NA,NA,NA,NA,-1.03085260339883,NA
Phvul.010G017700.1,NA,1.4162148404292,NA,NA,NA,NA,1.00338325085931
Phvul.010G019201.1,NA,-1.30846011855752,2.67494648376718,NA,1.68921284262524,NA,NA
Phvul.010G019350.1,NA,NA,1.52568112180676,NA,NA,NA,NA
Phvul.010G019701.1,NA,NA,1.43828830930468,NA,NA,NA,NA
Phvul.010G019900.1,NA,1.31635815955489,NA,NA,1.05292460015896,NA,NA
Phvul.010G020400.1,NA,NA,1.20715340336869,NA,NA,NA,NA
Phvul.010G021700.1,NA,1.30485537522288,NA,NA,NA,NA,1.03156028076784
Phvul.010G022400.1,-1.21123067786182,NA,NA,NA,NA,-1.50904921225264,NA
Phvul.010G023700.1,NA,NA,-1.10665189173658,NA,-1.21737182895433,NA,NA
Phvul.010G023900.1,NA,1.29994481110308,NA,NA,1.09065326291899,NA,NA
Phvul.010G024301.1,NA,NA,1.04915615031186,NA,NA,NA,NA
Phvul.010G024900.1,NA,NA,NA,NA,1.05581524705198,NA,NA
Phvul.010G025800.1,1.87922625957773,2.86829982302457,1.32002492989586,NA,1.06324985205006,NA,1.64044604465686
Phvul.010G026100.1,NA,NA,3.67092530703086,NA,NA,NA,-1.67883519691495
Phvul.010G027000.1,NA,NA,-3.3383275970292,NA,-2.66933410051405,NA,NA
Phvul.010G027100.1,NA,NA,-2.62029892533236,NA,-2.29691094681774,NA,NA
